Scientific name	Authority	Status
Melanitta nigra	"(Linnaeus, 1758)"	NR
Melanitta americana	"(Swainson, 1832)"	R
Melanitta perspicillata	"(Linnaeus, 1758)"	R
Melanitta fusca	"(Linnaeus, 1758)"	NR
Melanitta fusca	"(Linnaeus, 1758)"	R
Melanitta stejnegeri	"(Ridgway, 1887)"	R
Melanitta deglandi	"(Bonaparte, 1850)"	R
Clangula hyemalis	"(Linnaeus, 1758)"	R
Bucephala clangula	"(Linnaeus, 1758)"	R
Bucephala islandica	"(Gmelin, 1789)"	R
Bucephala albeola	"(Linnaeus, 1758)"	R
Mergellus albellus	"(Linnaeus, 1758)"	R
Lophodytes cucullatus	"(Linnaeus, 1758)"	R
Mergus octosetaceus	"Vieillot, 1817"	R
Mergus serrator	"Linnaeus, 1758"	R
Mergus squamatus	"Gould, 1864"	R
Mergus merganser	"Linnaeus, 1758"	R
Mergus australis	"Hombron & Jacquinot, 1841"	R
Heteronetta atricapilla	"(Merrem, 1841)"	R
Nomonyx dominicus	"(Linnaeus, 1766)"	R
Oxyura ferruginea	"(Eyton, 1838)"	NR
Oxyura jamaicensis	"(Gmelin, 1789)"	NR
Oxyura jamaicensis	"(Gmelin, 1789)"	R
Oxyura leucocephala	"(Scopoli, 1769)"	R
Oxyura maccoa	"(Eyton, 1838)"	R
Oxyura vittata	"(Philippi, 1860)"	R
Oxyura australis	"Gould, 1836"	R
Biziura lobata	"(Shaw, 1796)"	R
Aptenodytes patagonicus	"Miller, 1778"	R
Aptenodytes forsteri	"Gray, 1844"	R
Pygoscelis papua	"(Forster, 1781)"	R
Pygoscelis adeliae	"(Hombron & Jacquinot, 1841)"	R
Pygoscelis antarcticus	"(Forster, 1781)"	R
Eudyptes chrysocome	"(Forster, 1781)"	NR
Eudyptes chrysocome	"(Forster, 1781)"	R
Eudyptes filholi	"Hutton, 1879"	NR
Eudyptes moseleyi	"Mathews & Iredale, 1921"	R
Eudyptes pachyrhynchus	"Gray, 1845"	NR
Eudyptes pachyrhynchus	"Gray, 1845"	R
Eudyptes robustus	"Oliver, 1953"	R
Eudyptes sclateri	"Buller, 1888"	R
Eudyptes chrysolophus	"(Brandt, 1837)"	R
Eudyptes schlegeli	"Finsch, 1876"	R
Megadyptes antipodes	"(Hombron & Jacquinot, 1841)"	R
Eudyptula minor	"(Forster, 1781)"	R
Spheniscus demersus	"(Linnaeus, 1758)"	R
Spheniscus humboldti	"Meyen, 1834"	R
Spheniscus magellanicus	"(Forster, 1781)"	R
Spheniscus mendiculus	"Sundevall, 1871"	R
Gavia stellata	"(Pontoppidan, 1763)"	R
Gavia arctica	"(Linnaeus, 1758)"	R
Gavia pacifica	"(Lawrence, 1858)"	R
Gavia immer	"(Br�nnich, 1764)"	R
Gavia adamsii	"(Gray, 1859)"	R
Phoebastria irrorata	"(Salvin, 1883)"	R
Phoebastria albatrus	"(Pallas, 1769)"	R
Phoebastria nigripes	"(Audubon, 1849)"	R
Phoebastria immutabilis	"(Rothschild, 1893)"	R
Diomedea exulans	"Linnaeus, 1758"	NR
Diomedea exulans	"Linnaeus, 1758"	R
Diomedea antipodensis	"Robertson & Warham, 1992"	R
Diomedea antipodensis	"Robertson & Warham, 1992"	NR
Diomedea gibsoni	"Robertson & Warham, 1992"	NR
Diomedea amsterdamensis	Roux et al. 1983	R
Diomedea dabbenena	"Mathews, 1929"	R
Diomedea sanfordi	"Murphy, 1917"	R
Diomedea epomophora	"Lesson, 1825"	NR
Diomedea epomophora	"Lesson, 1825"	R
Diomedea melanophris	"Temminck, 1828"	NR
Diomedea cauta	"Gould, 1841"	NR
Diomedea chlororhynchos	"Gmelin, 1789"	NR
Phoebetria fusca	"(Hilsenberg, 1822)"	R
Phoebetria palpebrata	"(Forster, 1785)"	R
Thalassarche melanophrys	"(Temminck, 1828)"	R
Thalassarche impavida	"Mathews, 1912"	R
Thalassarche cauta	"(Gould, 1841)"	NR
Thalassarche cauta	"(Gould, 1841)"	R
Thalassarche steadi	"Falla, 1933"	R
Thalassarche eremita	"Murphy, 1930"	R
Thalassarche salvini	"(Rothschild, 1893)"	R
Thalassarche chrysostoma	"(Forster, 1785)"	R
Thalassarche chlororhynchos	"(Gmelin, 1789)"	R
Thalassarche carteri	"(Rothschild, 1903)"	R
Thalassarche bulleri	"(Rothschild, 1893)"	R
Thalassarche bulleri	"(Rothschild, 1893)"	NR
Thalassarche platei	"Reichenow, 1898"	NR
Macronectes giganteus	"(Gmelin, 1789)"	R
Macronectes halli	"Mathews, 1912"	R
Fulmarus glacialoides	"(Smith, 1840)"	R
Fulmarus glacialis	"(Linnaeus, 1761)"	R
Thalassoica antarctica	"(Gmelin, 1789)"	R
Daption capense	"(Linnaeus, 1758)"	R
Pagodroma nivea	"(Forster, 1777)"	R
Halobaena caerulea	"(Gmelin, 1789)"	R
Pachyptila vittata	"(Forster, 1777)"	R
Pachyptila salvini	"(Mathews, 1912)"	R
Pachyptila desolata	"(Gmelin, 1789)"	R
Pachyptila belcheri	"(Mathews, 1912)"	R
Pachyptila turtur	"(Kuhl, 1820)"	R
Pachyptila crassirostris	"(Mathews, 1912)"	R
Lugensa brevirostris	"(Lesson, 1831)"	R
Pterodroma rupinarum	"Olson, 1975"	R
Pterodroma baraui	"(Jouanin, 1964)"	R
Pterodroma arminjoniana	"(Giglioli & Salvadori, 1869)"	NR
Pterodroma arminjoniana	"(Giglioli & Salvadori, 1869)"	R
Pterodroma externa	"(Salvin, 1875)"	R
Pterodroma neglecta	"(Schlegel, 1863)"	R
Pterodroma phaeopygia	"(Salvin, 1876)"	R
Pterodroma sandwichensis	"(Ridgway, 1884)"	R
Pterodroma atrata	"Mathews, 1912"	R
Pterodroma heraldica	"(Salvin, 1888)"	R
Pterodroma alba	"(Gmelin, 1789)"	R
Pterodroma feae	"(Salvadori, 1899)"	R
Pterodroma deserta	"Mathews, 1934"	NR
Pterodroma madeira	"Mathews, 1934"	R
Pterodroma mollis	"(Gould, 1844)"	R
Pterodroma cahow	"(Nichols & Mowbray, 1916)"	R
Pterodroma hasitata	"(Kuhl, 1820)"	NR
Pterodroma hasitata	"(Kuhl, 1820)"	R
Pterodroma caribbaea	"Carte, 1866"	R
Pterodroma incerta	"(Schlegel, 1863)"	R
Pterodroma lessonii	"(Garnot, 1826)"	R
Pterodroma magentae	"(Giglioli & Salvadori, 1869)"	R
Pterodroma macroptera	"(Smith, 1840)"	R
Pterodroma solandri	"(Gould, 1844)"	R
Pterodroma ultima	"Murphy, 1949"	R
Pterodroma inexpectata	"(Forster, 1844)"	R
Pterodroma pycrofti	"Falla, 1933"	R
Pterodroma longirostris	"(Stejneger, 1893)"	R
Pterodroma brevipes	"(Peale, 1848)"	R
Pterodroma leucoptera	"(Gould, 1844)"	R
Pterodroma cookii	"(Gray, 1843)"	R
Pterodroma defilippiana	"(Giglioli & Salvadori, 1869)"	R
Pterodroma hypoleuca	"(Salvin, 1888)"	R
Pterodroma cervicalis	"(Salvin, 1891)"	R
Pterodroma occulta	"Imber & Tennyson, 2001"	NR
Pterodroma nigripennis	"(Rothschild, 1893)"	R
Pterodroma axillaris	"(Salvin, 1893)"	R
Pseudobulweria macgillivrayi	"(Gray, 1860)"	R
Pseudobulweria rostrata	"(Peale, 1848)"	R
Pseudobulweria becki	"(Murphy, 1928)"	R
Pseudobulweria aterrima	"(Bonaparte, 1857)"	R
Procellaria aequinoctialis	"Linnaeus, 1758"	NR
Procellaria aequinoctialis	"Linnaeus, 1758"	R
Procellaria conspicillata	"Gould, 1844"	R
Procellaria westlandica	"Falla, 1946"	R
Procellaria parkinsoni	"Gray, 1862"	R
Procellaria cinerea	"Gmelin, 1789"	R
Calonectris diomedea	"(Scopoli, 1769)"	NR
Calonectris diomedea	"(Scopoli, 1769)"	R
Calonectris edwardsii	"(Oustalet, 1883)"	R
Calonectris borealis	"(Cory, 1881)"	NR
Calonectris leucomelas	"(Temminck, 1835)"	R
Puffinus pacificus	"(Gmelin, 1789)"	R
Puffinus bulleri	"Salvin, 1888"	R
Puffinus carneipes	"Gould, 1844"	R
Puffinus creatopus	"Coues, 1864"	R
Puffinus gravis	"(O'Reilly, 1818)"	R
Puffinus griseus	"(Gmelin, 1789)"	R
Puffinus tenuirostris	"(Temminck, 1835)"	R
Puffinus nativitatis	"Streets, 1877"	R
Puffinus puffinus	"(Br�nnich, 1764)"	R
Puffinus yelkouan	"(Acerbi, 1827)"	NR
Puffinus yelkouan	"(Acerbi, 1827)"	R
Puffinus mauretanicus	"Lowe, 1921"	R
Puffinus auricularis	"Townsend, 1890"	NR
Puffinus auricularis	"Townsend, 1890"	R
Puffinus newelli	"Henshaw, 1900"	R
Puffinus opisthomelas	"Coues, 1864"	R
Puffinus gavia	"(Forster, 1844)"	R
Puffinus huttoni	"Mathews, 1912"	R
Puffinus lherminieri	"Lesson, 1839"	NR
Puffinus lherminieri	"Lesson, 1839"	NR
Puffinus lherminieri	"Lesson, 1839"	R
Puffinus subalaris	"Ridgway, 1897"	NR
Puffinus persicus	"Hume, 1873"	NR
Puffinus bannermani	"Mathews & Iredale, 1915"	NR
Puffinus heinrothi	"Reichenow, 1919"	R
Puffinus assimilis	"Gould, 1838"	R
Puffinus baroli	"(Bonaparte, 1857)"	NR
Puffinus bailloni	"(Bonaparte, 1857)"	UR
Bulweria bifax	"Olson, 1975"	R
Bulweria bulwerii	"(Jardine & Selby, 1828)"	R
Bulweria fallax	"Jouanin, 1955"	R
Oceanites oceanicus	"(Kuhl, 1820)"	R
Oceanites gracilis	"(Elliot, 1859)"	R
Oceanites maorianus	"(Mathews, 1932)"	R
Garrodia nereis	"(Gould, 1841)"	R
Pelagodroma marina	"(Latham, 1790)"	R
Fregetta tropica	"(Gould, 1844)"	R
Fregetta grallaria	"(Vieillot, 1817)"	R
Nesofregetta fuliginosa	"(Gmelin, 1789)"	R
Hydrobates pelagicus	"(Linnaeus, 1758)"	R
Oceanodroma tethys	"(Bonaparte, 1852)"	R
Oceanodroma castro	"(Harcourt, 1851)"	NR
Oceanodroma castro	"(Harcourt, 1851)"	R
Oceanodroma monteiroi	"Bolton et al., 2008"	R
Oceanodroma monorhis	"(Swinhoe, 1867)"	R
Oceanodroma leucorhoa	"(Vieillot, 1818)"	R
Oceanodroma macrodactyla	"Bryant, 1887"	R
Oceanodroma markhami	"(Salvin, 1883)"	R
Oceanodroma tristrami	"Salvin, 1896"	R
Oceanodroma melania	"(Bonaparte, 1854)"	R
Oceanodroma matsudairae	"Kuroda, 1922"	R
Oceanodroma homochroa	"(Coues, 1864)"	R
Oceanodroma hornbyi	"(G. R. Gray, 1864)"	R
Oceanodroma furcata	"(Gmelin, 1789)"	R
Halocyptena microsoma	"(Coues, 1864)"	R
Pelecanoides garnotii	"(Lesson, 1828)"	R
Pelecanoides magellani	"(Mathews, 1912)"	R
Pelecanoides georgicus	"Murphy & Harper, 1916"	R
Pelecanoides urinatrix	"(Gmelin, 1789)"	R
Tachybaptus ruficollis	"(Pallas, 1764)"	R
Tachybaptus tricolor	"(Gray, 1861)"	NR
Tachybaptus novaehollandiae	"(Stephens, 1826)"	R
Tachybaptus rufolavatus	"(Delacour, 1932)"	R
Tachybaptus pelzelnii	"(Hartlaub, 1861)"	R
Tachybaptus dominicus	"(Linnaeus, 1766)"	R
Podilymbus podiceps	"(Linnaeus, 1758)"	R
Podilymbus gigas	"Griscom, 1929"	R
Rollandia rolland	"(Quoy & Gaimard, 1824)"	R
Rollandia microptera	"(Gould, 1868)"	R
Poliocephalus poliocephalus	"(Jardine & Selby, 1827)"	R
Poliocephalus rufopectus	"Gray, 1843"	R
Podiceps major	"(Boddaert, 1783)"	R
Podiceps grisegena	"(Boddaert, 1783)"	R
Podiceps cristatus	"(Linnaeus, 1758)"	R
Podiceps auritus	"(Linnaeus, 1758)"	R
Podiceps nigricollis	"Brehm, 1831"	R
Podiceps andinus	"(Meyer De Schauensee, 1959)"	R
Podiceps occipitalis	"Garnot, 1826"	R
Podiceps taczanowskii	"Berlepsch & Stolzmann, 1894"	R
Podiceps gallardoi	"Rumboll, 1974"	R
Aechmophorus occidentalis	"(Lawrence, 1858)"	R
Aechmophorus clarkii	"(Lawrence, 1858)"	R
Phoenicopterus ruber	"Linnaeus, 1758"	NR
Phoenicopterus roseus	"Pallas, 1811"	R
Phoenicopterus ruber	"Linnaeus, 1758"	R
Phoenicopterus chilensis	"Molina, 1782"	R
Phoeniconaias minor	"(Geoffroy Saint-Hilaire, 1798)"	R
Phoenicoparrus andinus	"Philippi, 1854"	R
Phoenicoparrus jamesi	"Sclater, 1886"	R
Leguatia gigantea	"Schlegel, 1858"	NR
Mycteria americana	"Linnaeus, 1758"	R
Mycteria cinerea	"(Raffles, 1822)"	R
Mycteria ibis	"(Linnaeus, 1766)"	R
Mycteria leucocephala	"(Pennant, 1769)"	R
Anastomus oscitans	"(Boddaert, 1783)"	R
Anastomus lamelligerus	"Temminck, 1823"	R
Ciconia nigra	"(Linnaeus, 1758)"	R
Ciconia abdimii	"Lichtenstein, 1823"	R
Ciconia episcopus	"(Boddaert, 1783)"	R
Ciconia stormi	"(Blasius, 1896)"	R
Ciconia maguari	"(Gmelin, 1789)"	R
Ciconia ciconia	"(Linnaeus, 1758)"	R
Ciconia boyciana	"Swinhoe, 1873"	R
Ephippiorhynchus asiaticus	"(Latham, 1790)"	R
Ephippiorhynchus senegalensis	"(Shaw, 1800)"	R
Jabiru mycteria	"(Lichtenstein, 1819)"	R
Leptoptilos javanicus	"(Horsfield, 1821)"	R
Leptoptilos crumeniferus	"(Lesson, 1831)"	R
Leptoptilos dubius	"(Gmelin, 1789)"	R
Threskiornis solitarius	"(Mourer-Chauvir� & Moutou, 1987)"	R
Threskiornis aethiopicus	"(Latham, 1790)"	NR
Threskiornis aethiopicus	"(Latham, 1790)"	R
Threskiornis bernieri	"(Bonaparte, 1855)"	R
Threskiornis melanocephalus	"(Latham, 1790)"	R
Threskiornis molucca	"(Cuvier, 1829)"	R
Threskiornis spinicollis	"(Jameson, 1835)"	R
Pseudibis papillosa	"(Temminck, 1824)"	R
Pseudibis davisoni	"(Hume, 1875)"	R
Thaumatibis gigantea	"(Oustalet, 1877)"	R
Geronticus eremita	"(Linnaeus, 1758)"	R
Geronticus calvus	"(Boddaert, 1783)"	R
Nipponia nippon	"(Temminck, 1835)"	R
Bostrychia hagedash	"(Latham, 1790)"	R
Bostrychia carunculata	"(R�ppell, 1837)"	R
Bostrychia olivacea	"(Du Bus De Gisignies, 1838)"	NR
Bostrychia olivacea	"(Du Bus De Gisignies, 1838)"	R
Bostrychia bocagei	"(Chapin, 1923)"	R
Bostrychia rara	"(Rothschild,Hartert & Kleinschmidt, 1897)"	R
Theristicus caerulescens	"(Vieillot, 1817)"	R
Theristicus caudatus	"(Boddaert, 1783)"	R
Theristicus branickii	"Berlepsch & Stolzmann, 1894"	NR
Theristicus melanopis	"(Gmelin, 1789)"	NR
Theristicus melanopis	"(Gmelin, 1789)"	R
Cercibis oxycerca	"(Spix, 1825)"	R
Mesembrinibis cayennensis	"(Gmelin, 1789)"	R
Phimosus infuscatus	"(Lichtenstein, 1823)"	R
Eudocimus albus	"(Linnaeus, 1758)"	R
Eudocimus ruber	"(Linnaeus, 1758)"	R
Plegadis falcinellus	"(Linnaeus, 1766)"	R
Plegadis chihi	"(Vieillot, 1817)"	R
Plegadis ridgwayi	"(Allen, 1876)"	R
Lophotibis cristata	"(Boddaert, 1783)"	R
Platalea leucorodia	"Linnaeus, 1758"	R
Platalea regia	"Gould, 1838"	R
Platalea alba	"Scopoli, 1786"	R
Platalea minor	"Temminck & Schlegel, 1849"	R
Platalea flavipes	"Gould, 1838"	R
Platalea ajaja	"(Linnaeus, 1758)"	R
Zonerodius heliosylus	"(Lesson, 1828)"	R
Tigriornis leucolopha	"(Jardine, 1846)"	R
Tigrisoma mexicanum	"Swainson, 1834"	R
Tigrisoma fasciatum	"(Such, 1825)"	R
Tigrisoma lineatum	"(Boddaert, 1783)"	R
Agamia agami	"(Gmelin, 1789)"	R
Cochlearius cochlearius	"(Linnaeus, 1766)"	R
Zebrilus undulatus	"(Gmelin, 1789)"	R
Botaurus lentiginosus	"(Rackett, 1813)"	R
Botaurus pinnatus	"(Wagler, 1829)"	R
Botaurus stellaris	"(Linnaeus, 1758)"	R
Botaurus poiciloptilus	"(Wagler, 1827)"	R
Ixobrychus involucris	"(Vieillot, 1823)"	R
Ixobrychus minutus	"(Linnaeus, 1766)"	NR
Ixobrychus minutus	"(Linnaeus, 1766)"	R
Ixobrychus dubius	"Matthews, 1912"	NR
Ixobrychus sinensis	"(Gmelin, 1789)"	R
Ixobrychus novaezelandiae	"(Potts, 1871)"	R
Ixobrychus exilis	"(Gmelin, 1789)"	R
Ixobrychus eurhythmus	"(Swinhoe, 1873)"	R
Ixobrychus cinnamomeus	"(Gmelin, 1789)"	R
Ixobrychus sturmii	"(Wagler, 1827)"	R
Ixobrychus flavicollis	"(Latham, 1790)"	R
Gorsachius leuconotus	"(Wagler, 1827)"	R
Gorsachius magnificus	"(Ogilvie Grant, 1899)"	R
Gorsachius goisagi	"(Temminck, 1835)"	R
Gorsachius melanolophus	"(Raffles, 1822)"	R
Nycticorax duboisi	"Rothschild, 1907"	R
Nycticorax mauritianus	"(Newton & Gadow, 1893)"	R
Nycticorax megacephalus	"(Milne-Edwards, 1873)"	R
Nycticorax nycticorax	"(Linnaeus, 1758)"	R
Nycticorax caledonicus	"(Gmelin, 1789)"	R
Nyctanassa violacea	"(Linnaeus, 1758)"	R
Butorides sundevalli	"(Reichenow, 1877)"	NR
Butorides striatus	"(Linnaeus, 1758)"	NR
Butorides striata	"(Linnaeus, 1758)"	R
Butorides virescens	"(Linnaeus, 1758)"	R
Ardeola ralloides	"(Scopoli, 1769)"	R
Ardeola grayii	"(Sykes, 1832)"	R
Ardeola bacchus	"(Bonaparte, 1855)"	R
Ardeola speciosa	"(Horsfield, 1821)"	R
Ardeola idae	"(Hartlaub, 1860)"	R
Ardeola rufiventris	"(Sundevall, 1851)"	R
Bubulcus ibis	"(Linnaeus, 1758)"	R
Ardea cinerea	"Linnaeus, 1758"	R
Ardea herodias	"Linnaeus, 1758"	R
Ardea cocoi	"Linnaeus, 1766"	R
Ardea pacifica	"Latham, 1801"	R
Ardea melanocephala	"Vigors & Children, 1826"	R
Ardea humbloti	"Milne-Edwards & Grandidier, 1885"	R
Ardea goliath	"Cretzschmar, 1827"	R
Ardea insignis	"Hume, 1878"	R
Ardea sumatrana	"Raffles, 1822"	R
Ardea purpurea	"Linnaeus, 1766"	R
Ardea bournei	"Naurois, 1966"	NR
Ardea picata	"Gould, 1845"	R
Casmerodius albus	"(Linnaeus, 1758)"	NR
Casmerodius albus	"(Linnaeus, 1758)"	R
Casmerodius modestus	"(Gray, 1831)"	NR
Pilherodius pileatus	"(Boddaert, 1783)"	R
Syrigma sibilatrix	"(Temminck, 1824)"	R
Mesophoyx intermedia	"(Wagler, 1829)"	R
Egretta rufescens	"(Gmelin, 1789)"	R
Egretta vinaceigula	"(Sharpe, 1895)"	R
Egretta ardesiaca	"(Wagler, 1827)"	R
Egretta tricolor	"(M�ller, 1776)"	R
Egretta novaehollandiae	"(Latham, 1790)"	R
Egretta caerulea	"(Linnaeus, 1758)"	R
Egretta garzetta	"(Linnaeus, 1766)"	NR
Egretta garzetta	"(Linnaeus, 1766)"	R
Egretta gularis	"(Bosc, 1792)"	R
Egretta gularis	"(Bosc, 1792)"	NR
Egretta dimorpha	"Hartert, 1914"	NR
Egretta thula	"(Molina, 1782)"	R
Egretta eulophotes	"(Swinhoe, 1860)"	R
Egretta sacra	"(Gmelin, 1789)"	R
Phaethon aethereus	"Linnaeus, 1758"	R
Phaethon rubricauda	"Boddaert, 1783"	R
Phaethon lepturus	"Daudin, 1802"	R
Fregata magnificens	"Mathews, 1914"	R
Fregata aquila	"(Linnaeus, 1758)"	R
Fregata minor	"(Gmelin, 1789)"	R
Fregata ariel	"(Gray, 1845)"	R
Fregata andrewsi	"Mathews, 1914"	R
Scopus umbretta	"Gmelin, 1789"	R
Balaeniceps rex	"Gould, 1850"	R
Pelecanus onocrotalus	"Linnaeus, 1758"	R
Pelecanus rufescens	"Gmelin, 1789"	R
Pelecanus crispus	"Bruch, 1832"	R
Pelecanus philippensis	"Gmelin, 1789"	R
Pelecanus conspicillatus	"Temminck, 1824"	R
Pelecanus erythrorhynchos	"Gmelin, 1789"	R
Pelecanus thagus	"Molina, 1782"	R
Pelecanus occidentalis	"Linnaeus, 1766"	R
Pelecanus occidentalis	"Linnaeus, 1766"	NR
Morus bassanus	"(Linnaeus, 1758)"	R
Morus capensis	"(Lichtenstein, 1823)"	R
Morus serrator	"(Gray, 1843)"	R
Papasula abbotti	"Ridgway, 1893"	R
Sula nebouxii	"Milne-Edwards, 1882"	R
Sula variegata	"(Tschudi, 1843)"	R
Sula dactylatra	"Lesson, 1831"	NR
Sula dactylatra	"Lesson, 1831"	NR
Sula dactylatra	"Lesson, 1831"	R
Sula granti	"Rothschild, 1902"	R
Sula tasmani	"van Tets, Meredith, Fullagar & Davidson, 1988"	NR
Sula sula	"(Linnaeus, 1766)"	R
Sula leucogaster	"(Boddaert, 1783)"	R
Phalacrocorax pelagicus	"Pallas, 1811"	R
Phalacrocorax africanus	"(Gmelin, 1789)"	R
Phalacrocorax coronatus	"(Wahlberg, 1855)"	R
Phalacrocorax pygmeus	"(Pallas, 1773)"	R
Phalacrocorax niger	"(Vieillot, 1817)"	R
Phalacrocorax melanoleucos	"(Vieillot, 1817)"	R
Phalacrocorax perspicillatus	"Pallas, 1811"	R
Phalacrocorax penicillatus	"(Brandt, 1837)"	R
Phalacrocorax harrisi	"(Rothschild, 1898)"	R
Phalacrocorax neglectus	"(Wahlberg, 1855)"	R
Phalacrocorax fuscescens	"(Vieillot, 1817)"	R
Phalacrocorax brasilianus	"(Gmelin, 1789)"	R
Phalacrocorax auritus	"(Lesson, 1831)"	R
Phalacrocorax fuscicollis	"Stephens, 1826"	R
Phalacrocorax varius	"(Gmelin, 1789)"	R
Phalacrocorax sulcirostris	"(Brandt, 1837)"	R
Phalacrocorax carbo	"(Linnaeus, 1758)"	R
Phalacrocorax capillatus	"(Temminck & Schlegel, 1850)"	R
Phalacrocorax nigrogularis	"Ogilvie-Grant & Forbes, 1899"	R
Phalacrocorax capensis	"(Sparrman, 1789)"	R
Phalacrocorax bougainvillii	"(Lesson, 1837)"	R
Phalacrocorax verrucosus	"(Cabanis, 1875)"	NR
Phalacrocorax atriceps	"King, 1828"	NR
Phalacrocorax atriceps	"King, 1828"	R
Phalacrocorax bransfieldensis	"Murphy, 1936"	NR
Phalacrocorax georgianus	"L�nnberg, 1906"	NR
Phalacrocorax campbelli	"(Filhol, 1878)"	R
Phalacrocorax carunculatus	"(Gmelin, 1789)"	R
Phalacrocorax chalconotus	"(Gray, 1845)"	R
Phalacrocorax onslowi	"Forbes, 1893"	R
Phalacrocorax colensoi	"Buller, 1888"	R
Phalacrocorax ranfurlyi	"Ogilvie-Grant, 1901"	R
Phalacrocorax magellanicus	"(Gmelin, 1789)"	R
Phalacrocorax urile	"(Gmelin, 1789)"	R
Phalacrocorax kenyoni	"Siegel-Causey, 1991"	NR
Phalacrocorax aristotelis	"(Linnaeus, 1761)"	R
Phalacrocorax gaimardi	"(Lesson & Garnot, 1828)"	R
Phalacrocorax punctatus	"Sparrman, 1786"	R
Phalacrocorax featherstoni	"Buller, 1873"	R
Phalacrocorax atriceps	"(P. P. King, 1828)"	NR
Anhinga anhinga	"(Linnaeus, 1766)"	R
Anhinga rufa	"(Daudin, 1802)"	R
Anhinga melanogaster	"Pennant, 1769"	R
Anhinga melanogaster	"Pennant, 1769"	NR
Anhinga novaehollandiae	"(Gould, 1847)"	R
Cathartes aura	"(Linnaeus, 1758)"	R
Cathartes burrovianus	"Cassin, 1845"	R
Cathartes melambrotus	"Wetmore, 1964"	R
Coragyps atratus	"(Bechstein, 1783)"	R
Sarcoramphus papa	"(Linnaeus, 1758)"	R
Sarcoramphus sacer	"Bartram, 1766"	NR
Gymnogyps californianus	"(Shaw, 1797)"	R
Vultur gryphus	"Linnaeus, 1758"	R
Herpetotheres cachinnans	"(Linnaeus, 1758)"	R
Micrastur ruficollis	"(Vieillot, 1817)"	R
Micrastur plumbeus	"Sclater, 1918"	R
Micrastur gilvicollis	"(Vieillot, 1817)"	R
Micrastur mintoni	"Whittaker, 2002"	R
Micrastur mirandollei	"(Schlegel, 1862)"	R
Micrastur semitorquatus	"(Vieillot, 1817)"	R
Micrastur buckleyi	"Swann, 1919"	R
Spiziapteryx circumcincta	"(Kaup, 1852)"	R
Polyborus plancus	"(Miller, 1777)"	NR
Caracara cheriway	"Jacquin, 1784"	R
Caracara plancus	"(Miller, 1777)"	R
Caracara lutosa	"Ridgway, 1876"	R
Ibycter americanus	"(Boddaert, 1783)"	R
Phalcoboenus carunculatus	"Des Murs, 1853"	R
Phalcoboenus megalopterus	"(Meyen, 1834)"	R
Phalcoboenus albogularis	"Gould, 1837"	R
Phalcoboenus australis	"(Gmelin, 1788)"	R
Daptrius ater	"Vieillot, 1816"	R
Milvago chimachima	"(Vieillot, 1816)"	R
Milvago chimango	"(Vieillot, 1816)"	R
Polihierax semitorquatus	"(Smith, 1836)"	R
Polihierax insignis	"Walden, 1872"	R
Microhierax caerulescens	"(Linnaeus, 1758)"	R
Microhierax fringillarius	"(Drapiez, 1824)"	R
Microhierax latifrons	"Sharpe, 1879"	R
Microhierax erythrogenys	"(Vigors, 1831)"	R
Microhierax melanoleucos	"(Blyth, 1843)"	R
Falco berigora	"Vigors & Horsfield, 1827"	R
Falco naumanni	"Fleischer, 1818"	R
Falco tinnunculus	"Linnaeus, 1758"	R
Falco newtoni	"(Gurney, 1863)"	R
Falco punctatus	"Temminck, 1821"	R
Falco araea	"(Oberholser, 1917)"	R
Falco duboisi	"G.S. Cowles, 1994"	R
Falco moluccensis	"(Bonaparte, 1850)"	R
Falco cenchroides	"Vigors & Horsfield, 1827"	R
Falco sparverius	"Linnaeus, 1758"	R
Falco rupicoloides	"Smith, 1829"	R
Falco alopex	"(Heuglin, 1861)"	R
Falco ardosiaceus	"Vieillot, 1823"	R
Falco dickinsoni	"Sclater, 1864"	R
Falco zoniventris	"Peters, 1854"	R
Falco chicquera	"Daudin, 1800"	R
Falco vespertinus	"Linnaeus, 1766"	R
Falco amurensis	"Radde, 1863"	R
Falco eleonorae	"G�n�, 1839"	R
Falco concolor	"Temminck, 1825"	R
Falco femoralis	"Temminck, 1822"	R
Falco columbarius	"Linnaeus, 1758"	R
Falco rufigularis	"Daudin, 1800"	R
Falco subbuteo	"Linnaeus, 1758"	R
Falco cuvierii	"Smith, 1830"	R
Falco severus	"Horsfield, 1821"	R
Falco longipennis	"Swainson, 1837"	R
Falco novaeseelandiae	"Gmelin, 1788"	R
Falco hypoleucos	"Gould, 1841"	R
Falco subniger	"Gray, 1843"	R
Falco biarmicus	"Temminck, 1825"	R
Falco jugger	"Gray, 1834"	R
Falco cherrug	"Gray, 1834"	R
Falco rusticolus	"Linnaeus, 1758"	R
Falco mexicanus	"Schlegel, 1850"	R
Falco peregrinus	"Tunstall, 1771"	R
Falco pelegrinoides	"Temminck, 1829"	R
Falco deiroleucus	"Temminck, 1825"	R
Falco fasciinucha	"Reichenow & Neumann, 1895"	R
Sagittarius serpentarius	"(Miller, 1779)"	R
Pandion haliaetus	"(Linnaeus, 1758)"	NR
Pandion haliaetus	"(Linnaeus, 1758)"	R
Pandion cristatus	"(Vieillot, 1816)"	NR
Aviceda cuculoides	"Swainson, 1837"	R
Aviceda madagascariensis	"(Smith, 1834)"	R
Aviceda jerdoni	"(Blyth, 1842)"	R
